Quality	#1 ID	#2 ID	#1 String	#2 String
0	364	364	وقعت شركة هيولت-باكارد في شهر سبتمبر صفقة تطوير وتسويق مع الشركة	وقد وقعت اتفاقية تسويق مشتركة مع شركة هيوليت-باكارد منذ أربعة شهور
0	365	365	سوف يظل على المستهلكين الحصول على بطاقة الضمان ال      من موظف الكابل لتشغيل الجهاز	لمشاهدة التليفزيون المدفوع، على المستهلك إدخال ببطاقة الضمان المقدمة من خدمة الكابل خاصتهم إلى الجهاز
1	366	366	بدأj الكونكورد يوم الجمعة حوالي وقت الشروق ويبدو أنها ستنطلق مباشرة من شروق الشمس	بدا بالأمس إطلاق الكونكورد نفسها مباشرة من شروق الشمس
0	367	367	يعلن عن مرحلة ستيج 1 عند وصول مستويات الأوزون إلى  0.20 جزء للمليون	المعيار الفيدرالي للأوزون هو 0.12 جزء للمليون
0	368	368	بعد رفض هيوز توظيف هيرنانديز، تقدم بشكوى إلى لجنة تكافؤ فرص العمل	رفع هيرنانديز شكوى ودعوى قضائية إلى لجنة تكافؤ فرص العمل
0	369	369	كانت سلسلة البقالات الثلاثة تعول على مدراء تخزين وعمال احتياطيين لإبقاء محلاتهم مفتوحة	وقد استخدمت سلسلة السوبرماركت المدراء والعمال الاحتياطيين للإبقاء على محلاتهم مفتوحة، غالبا بساعات مخفضة
0	370	370	ويدعو اقتراح دوهيرست إلى نهاية مفاجئة لخطة "روبن هود" للتمويل المدرسي المثيرة للجدل	سوف تقترح اللجنة بديلا لنظام "روبن هود" للتمويل المدرسي
0	371	371	وتدين البلدان االأخرى والدائنون من القطاع الخاص بـ 80 بليون دولار على الأقل أيضا	تدين الدول الأخرى بـ 80 بليون دولار أميركي على الأقل (108.52 بليون دولار)
1	372	372	قد يواجه المسوقون هاتفيا الذين يطلبون أرقاما في القائمة بعد 1 أكتوبر غرامات تصل إلى 11.000 دولار للمكالمة	وفقا للقانون، قد يدفع المسوقون هاتفيا والذين يطلبون أرقاما في القائمة غرامة تصل إلى 11.000 دولار لكل مخالفة
0	373	373	أثناء انتظار وصول خبراء المفرقعات، انفجرت القنبلة، مسفرة عن مقتل ولز	انفجرت  القنبلة أثناء انتظار السلطات وصول خبراء المفرقعات
1	374	374	وأوضح أنه وجد الأنتيتونيتراس عندما زار إلى ويتز في 2001 كمساعد أبحاث ما بعد الدكتوراه في جامعة إنجلترا في برستول	وأوضح أنه وجد الأنتيتونيتراس عندما زار إلى ويتز في 2001 اثناء عمله كمساعد أبحاث ما بعد الدكتوراه في جامعة إنجلترا في برستول
1	375	375	تقع شركة طيران إير كندا، الأكبر في كندا ورقم 11 عالميا، تحت حماية المحكمة من الدائنين منذ 1 أبريل	تقع شركة الطيران رقم 11 عالميا، إير كندا تحت حماية المحكمة من الدائنين منذ 1 أبريل
0	376	376	وقال سترات إن احتياطي موظف الأمن لم يستطع سد مكانه لأنه كان في الخدمة العسكرية الفعلية	وقال سترات إن احتياطي موظف الأمن كان في الخدمة الفعلية، ولم يكن لدى جمعية اليانصيب بديل في نيوجيرسي
1	377	377	كما وجدت هيئة المحلفين غونزاليس مذنبا لاستخدامه القوة المفرطة برش رذاذ الفلفل على أولفيرا-كاريرا	اعتبر غونزاليس مذنبا لاستخدامه القوة المفرطة عن طريق رش أوليفيرا برذاذ الفلفل
0	378	378	سحبت جثث بعض القتلى من تحت القطار، حيث وضعت بجانب القضبان الحديدية ريثما أتت خدمات الطوارئ بتوابيت خشبية	سحبت جثث الكثير من القتلى من تحت القطار الخارج عن مساره جزئيا، حيث وضعت بجانب القضبان في انتظار تحديد هويتها
1	379	379	قال جارنر إن عمدة بغداد المنصب ذاتيا ، محمد محسن البغدادي، كان قد أفرج عنه بعد يومين تحت وصاية قوات النحالف	وقال جارنر إن محمد محمسن البغدادي عمدة بغداد المنصب ذاتيا، قد أفرج عنه بعد اعتقاله بـ 48 ساعة في أواخر أبريل
1	380	380	قال المدعي العام صمويل بويل لوكالة أسوشييتد برس "إن مدراء شركة إنرون متورطون في احتيال واسع ومنتشر	وقال بويل " تورط مدراء شركة إنرون في احتيال على نطاق واسع ومنتشر للتلاعب بنتائج أرباح الشركة"
0	381	381	وقال جامرمان الذي سمع القضية دون هيئة المحلفين " يبدو لي هنا أننا نتعامل مع قضية حقوق تفاخر، من يفوز ومن يخسر"	قال جامرمان "وإن تركنا جانبا أتعاب المحاماة، فنحن نتعامل هنا مع حقوق مفاخر حول من يفوز ومن يخسر"
1	382	382	إن الزبائن الذين يدفعون 1.219 دولار كرسم دخول يحصلون على 2003 رسالة نصية قصيرة مع 10 تراخيص دخول العملاء إلى الجهاز	يبلغ  سعر التجزئة لـ 2003 رسائل نصية قصيرة مع 10 تصريحات للعميل للوصول إلى الجهاز 1.219 دولار
0	383	383	تشير نتاج مسح السكان الأصليين لسنة 2001 الصادرة بالأمس عن مكتب إحصاءات كندا بأن مستويات المعيشة قد تحسنت ولكنها لاتزال تتخلف عن أولئك القاطنين خارج المحميات	تقول  دراسة سنة 2001 حول السكان الأصليين الصادرة يوم الأربعاء عن مكتب الإحصاءات في كندا إن مستويات المعيشة تتحسن ولكنها لاتزال تتخلف عن الإنويت وأولئك الذين يتخلون عن خدمات سد الفقر المعتادة
1	384	384	ينبغي ان تبقي التحولات الأخيرة في البورصة وتخفيف مطالب البطالة على توقعات المستهلك عند المستويات الحالية وربما تشير إلى أوقات اقنصادية أكثر ملاءمة في وقت لاحق	وقد قالت " ربما تشير التحولات الأخيرة في البورصة وتخفيف مطالب البطالة إلى أوقات اقتصادية أكثر ملاءمة لاحقا
0	385	385	وفي حين أن التداول كان ضعيفا اليوم، فقد كان مؤشر شركة ستاندردز آند بورز 500  يستعد لإغلاق مرحلة الثلاثة اشهر الافضل لديها منذ الربع الرابع من عام 1998	أغلق مؤشر أسهم شركة ستاندردز آند بورز الربع عند 120 نقطة، ربح يعدل 14 في المائة، وهو أفضل أداء في علامة السوق الواسعة منذ 1998
1	386	386	اكتشف الباحثون هذه الحفريات في منطقة شبه صحراء فنزويللا، حوالي ميلا إلى الغرب من كراكاس	تم اكتشاف الهيكل العظمي للفوبيراميس على بعد 250 ميلا غرب كراكاس، فينزويللا
1	387	387	وذكرت ONA صراحة عدم تلقيها معلومات استخباراتية تفيد بأن شبكة الجماعة الإسلامية الإرهابية كانت تخطط للقيام بعملية في بالي	ولكن لم تتلق ONA في إي مرحلة  معلومات استخباراتية تفيد أن الجماعة الإسلامية كانت تخطط للقيام بعملية في بالي
1	388	388	نفيت تلك التقارير من قبل وزير الداخلية المير نايف	ومع ذلك فقد نفى وزير الداخلية السعودي، الأمير نايف، التقارير
1	389	389	وقال براينت سابقا إن الزيارة كان لها اثر على الطلب أكبر مما توقع المسؤولون	قال المدير المالي آندي براينت إن الزيارة كان لها حجم تأثير أكبر مما توقع المسؤولون
1	390	390	سوف تلعب النساء الأميركيات حاملات اللقب في فيلادلفيا يوم 25 سبتمبر، ويختتمن مسابقة المجموعة في 28 سبتمبر	سوف تلعب النساء الأميركيات حاملات اللقب في فيلادلفيا يوم 25 سبتمبر، ويختتمن مسابقة المجموعة في 28 سبتمبر
1	391	391	يستطيع القاضي ليروي ميليت تخفيف العقوبة إلى السجن مدى الحياة دون إطلاق سراحه حيث حكم على محمد رسميا في 12 فبراير، ولكن نادرا ما يتخذ قضاة فيرجينيا مثل هذا الإجراء	رغم استطاعة القاضي تخفيف العقوبة إلى السجن مدى الحياة دون إطلاق الأسير، يقول الخبراء إن حكام فيرجينيا نادرا ما يستغلون هذه الفرصة
1	392	392	يقود السيد ماكدونيل تحقيقات جرانت ثورنتون الدولية في قطاع الأعمال الإيطالي	يريد السيد ماكدونيل إثبات ما إن كان قطاع الإعمال الإيطالي يتبع إجراءات التدقيق الخاصة بجرانت ثورنتون
0	393	393	قالت متحدثة باسم مستشفى سترونج ميموريال إن داود كان في حالة مرضية ليلة الثلاثاء	قالت متحدثة في مستشفى سترونج ميموريال إن داود كان تحت التقييم في غرفة الطوارئ ليلة الثلاثاء
1	394	394	يواجه راي برينت 29 عاماتهما متعددة حول احتيال في خدمة دفن، وإدلاء بأقوال كاذبة، وإساءة لجثة ميت والسرقة	يواجه راي برينت 29 عاما أيضا تهمة إساءة لجثة ميت وسرقة
0	395	395	وبعد ذلك طلبت كلية بريسيدنت باول بريبينو منه أن يختتم كلمته	بعد تحفظ انقطاع الميكروفون للمرة الثانية، طلب بريبينو منه اختتام كلمته
1	396	396	خلال فترة ال 12 شهر المنتهية في 30 يونيو، ارتفعت نسبة الخطوط عالية السرعة المركبة في المنازل والشركات بنسبة 45 %	خلال كامل السنة المنتهية في 30 يونيو، ارتفعت نسبة الخطوط ذات السرعة العالية إلى 45 %
1	397	397	انتهى تاريخ ريكي كليمونس المقتضب المضطرب في كرة سلة ميسوري	طردت ميسوري ريكي كليمونز من فريقها، منهية تاريخه المزعج فيه
0	398	398	يقول مسؤولون عسكريون أميركيون إن غسل الدوار في المروحية قد يؤدي إلى تفجير اللافتة	يقول مسؤولون أميركيون إن غسل الدوار السفلي المولد من قبل المروحية المحلقة قد أزال العلم من فوق البرج
0	399	399	تحث أكبر جمعية في هذه الصناعة أعضاءها على عدم الاتصال بما يزيد عن 50 مليون رقم هاتف أرضي أو خلوي على القائمة	في غضون ذلك قالت جمعية التسويق المباشر إنه يجب على أعضائها عدم الاتصال بما يقرب من 51 مليون رقم محدد على القائمة
0	400	400	تم التوصل إلى التسوية نافذة المفعول هذا الأسبوع بعد اقل من شهرين على تولي أومالي إدارة رابع أكبر أبرشية محلية	تم التوصل إلى معاهدة الـ 85 مليون دولار في شهر سبتمبر، بعد لإقل من شهرين على تولي الأسقف سين أومالي كمدير لرابع أكبر أسقفية محلية
1	401	401	قالت شرطة الكونغريس إنه تم بالأمس إخلاء الكونغريس الأمريكي بعد أن كشفت السلطات عن احتمال وجود مواد خطيرة في جناح الشيوخ في الطابق السفلي	أخلت شرطة الكونغريس الأمريكية المبنى بالأمس كشف المجس عن احتمالية وجود أسلحة بيولوجية في جناح الشيوخ، ولكن قالت السلطات في وقت لاحق إنه كان إنذارا خاطئا
1	402	402	وقال المتحدث باسمه جيم كينيدي، كما ألقى الرئيس السابق العديد من الخطب في عام 2002 دون تعويض	وقال المتحدث باسمه جيم كينيدي، كما ألقى الرئيس السابق أكثر من 70 كلمة في عام 2002 دون تعويض
0	403	403	انخفض مؤشر ستاندرد آند بورز 500 الواسعة الانتشارإلى 971.52، بقيمة 0.04 نقطة ، أو 0 في المائة	انخفضت العقود الآجلة لمؤشر أسهم شركة ستاندرد آند بورز 500 عند 965.70 بقيمة 2.60 نقطة، بينما انخفضت عقود ناسداك الآجلة إلى 1،183.50 بقيمة 7.50 نقطة
0	404	404	اتهم العمال  جنرال دايناميكس بالتمييز العمري العكسي بسبب تغيير في استحقاقات التقاعد عام 1997	تمت  مقاضاة جنرال دايناميكس حين غيرت استحقاقات التقاعد الخاصة بها عام 1997
0	405	405	اتهم أحد الشخصيات المهمة في محطط رشوة أمين صندوق الدولة السابق بول سلفستر يوم الأربعاء ، بتغيير قصته حول تعاملات سلفستر الفاسدة المزعومة مع شركة بوسطن الاستثمارية	شهد لاعب أساسي في مخطط رشوة أمين الصندوق السابق بول سلفستر يوم الثلاثاء حول عمولات ورشاوى تداولها سلفستر لأعمال الدولة
1	406	406	كانت مهمة نظام CAPP الثاني وسوف تظل دائما هي أمن الطيران" قالت الإدارة، جزء من وزارة الأمن الداخلي	لقد قالوا "إن مهمة  نظام CAPPS كانت وستظل هي أمن الطيران"
1	407	407	لم يتكلم هوفن ، ولكن محاميه، جون سبيرانزا، قال إن موكله "لم يستيقظ ذلك اليوم" معتزما إيذاء أي أحدا	وقال محامي الدفاع جون سبيرانزا إن هوفان، لم يستيقظ ذلك اليوم عازما على إيذاء أي أحد
1	408	408	كتب داشل " نعتقد أنه ليس بالضرورة أن يكون بيننا صراع معزز للانقسام حول موعد المجكمة العليا	كتب داشيل للرئيس الجمهوري " نعتقد أنه لا ضرورة لوجود صراع معزز للانقسام "
0	409	409	وجدت الدرااسة ان حسابات ياهو لـ159،354 لمواقع الـ BSD، مع 152،054 من NTT/Verio  و 129،378 Infospace	وجد المسح أن 152،054 أخرى هي من خدمات شركة IP NTT/Verio ، ومن 129،378 InfoSpace
0	410	410	إن مهمة مرفق التليسكوب الفضائي ذو الأشعة تحت الحمراء هي البحث عن بدايات الكون	ومن المقرر أن تطلق ناسا مرفق التليسكوب الفضائي ذو الأشعة تحت الحمراء صباح يوم الإثنين
1	411	411	وقد أنتج صانعها ، شركة ميد اميون، ومقرها غايذر سبيرغ 4 مليون إلى 5 مليون جرعة هذا العام	أنتجت شركة ميد اميون فاكسينز "لقاحات ميد اميون"، صانعة فلوميست، ما بين 4 مليون و5 مليون جرعة هذا العام
0	412	412	ظهرت كايتشن يوم الأربعاء في المحكمة الفدرالية في تهمتي سطو على بنك	ظهرت كايتشن يوم الأربعاء في المحكمة الفدرالية، ولكنها لم تقدم التماسا
1	413	413	أعلنت الشبكة أنه في إحدث حركة تعدبلات  عالية المستوى في الـ CNN، ستترك تيا ريان منصبها كمدير عام لبرمجة الولايات المتحدة	في أحدث حركة إعادة تصنيف في الـ CNN، أطاحت الشبكة بتيا ريان، مديرعام برمجة الولايات المتحدة
1	414	414	ويشتبه في كونه شخصية بارزة في الجماعة الإسلامية، التابعة لجماعة تنضيم القاعدة الإرهابية، والتي اعتبرت مسؤولة عن التفجيرات	يشتبه في كون سامودرا، 32 عاما، شخصية بارزة في الجماعة الإسلامية الجماعة الإرهابية التابعة لتنظيم القاعدة، والتي اعتبرت مسؤولة عن تنفيذ التفجيرات
0	415	415	وقال رئيس فرقة الإطفاء ألبوكيرك  روبرت أورتيغا ، يوجد حوالي 100 رجل إطفاء في البوسكي اليوم	قال روبرت أورتيغا رئيس فرقة ألبوكيرك للإطفاء " لقد كنا على بعد ثوان من حدوث ذلك"
1	416	416	وقال رئيس المارلينز ديفيد سامسون عل لسان المتحدث باسم النادي: " لقد تم حل هذه المشكلة"	وقال المارلينز فقط: "لقد تم حل هذه المشكلة"
0	417	417	قالت وزارة الصحة الصينية إن خمسة أشخاص آخرين قد لقوا حتفهم بسبب مرض السارس بالإضافة إلى 159 مصابا بالعدوى	قالت الصين يوم الإثنين إن تسعة أشخاص آخرين قد لقوا حتفهم بسبب السارس أن 160 آخرين أصيبوا بعدوى الفيروس
1	418	418	ودعت المجلة الطبية المحترمة لانست إلى فرض حظر كامل على التبغ في المملكة المتحدة	دعت المجلة الطبية الرئيسة في المملكة المتحدة إلى فرض حظر كامل على التبغ ، مما أثار غضب جماعة المدخنين
1	419	419	خطوة إضافية سجلها باحثون في جامعة كاليفورنيا، أن سان فرانسيسكو هي الأحدث في جهد استمر عشر سنوات	الخطوة الإضافية التي قيدها الباحثون في جامعة كاليفورنيا أن سان فرانسيسكو هي الأحدث في جهد استمر عقدا من الزمن لإصابة الفئران بعدوى الفيروس
1	420	420	وقال إن إدارة الأغدية والعقاقير إنها كانت تأمل في أن يقدم الكونغريس والمحاكم توضيحا للموقف وبعض المساعدات المالية للمستهلكين	وقال إن إدارة الأغدية والعقاقير إنها كانت تأمل في أن يقدم الكونغريس والمحاكم توضيحا للموقف وبعض المساعدات المالية للمستهلكين ربما قبل انتخابات عام 2004
1	421	421	لم يعترف إرنست ويونغ بأي فعل خاطئ مع التسوية	قال النتحدث باسم أرنست ويونغ إن الشركة لا تعترف بأية مخالفات
1	422	422	لقد هرب سائق الشاحنة ويجري الآن البحث عنه من قبل الشرطة	ولكن تقول الشرطة إنه لم يتم العثور على سائق الشاحنة وإنه مطلوب للتحقيق
0	423	423	كان الشاهد الكوسوفي 27 عاما حارس المواقف صاحب الإدانات الجنائية لخيانة الأمانة قد تقاضى 10،000 من أخبار العالم	سمعت المحكمة أن الشاهد حارس المواقف الكوسوفي ذا الـ 27 عاما هم من تم الدفع له من قبل أخبار العالم
1	424	424	قال بوش " بطرق مختلفة وعديدة كانت براعة الموسيقيين السود الفنية تنقل تجربة الأمريكيين السود على مدار تاريخنا"	قال بوش محاطا بمطربي هارليم:" كانت براعة الموسيقيين السود الفنية تنقل تجربة الأمريكيين السود على مدار تاريخنا"
1	425	425	لقد باتت الاختلافات بين جراسلي وثوماس حول الطاقة والرعاية الصحية حادة جدا،حيث يقول الأعضاء الآخرون إن علاقتهم المحتدمة أمر محرج للحزب	لقد باتت اختلافاتهم حول الطاقة والرعاية الصحية حادة للغاية مما جعل الأعضاء الآخرين للقول بأن ذلك محرج للحزب
1	426	426	قالت جيرالدين أندرو زوجة ابن القس، إن روبنسون قد أخرج ابنتها من مصحة للأمراض النفسية	قالت جيرالدين أندرو زوجة ابن رينولدس وصديقة عائلة ويلسون، إن روبنسون كان قد أخرج ابنتها مؤخرا من مصحة للأمراض التفسية
0	427	427	لقد أصاب حارس أمن ثم لاذ بالفرار، طاعنا  اثنين من المارة وهو يهرب بجانب طريق الكورنيش	ثم طعن اثنين من المارة وهو يهرب عن طريق الكورنيش بجانب البحر المتوسط
0	428	428	وقد عزا هو وزملاؤه بعض الفجوات في التواصل إلى شعور الأطباء بضغط الوقت	وقد عزا بعض فجوات التواصل إلى شعور الأطباء بضغط الوقت؛ فقد أشار المرضى إلى مشقة مناقشة القضايا المالية
1	429	429	قالت شرطة الدولة  إنه حوصر ما لا يقل عن 30 عاملا بعد انهيار المرآب مباشرة	وقالت شرطة الدولة، يعتقد أنه ما لا يقل عن 30 شخضا كانوا قد حوصروا بداية في الداخل
0	430	430	دعا بيكر إلى اجتماع النادي قبل صبيحة يوم الخميس، شاعرا بالقلق من أن الخلاف قد شتت أذهان الأشبال	دعا بيكر إلى اجتماع قبل المباراة، متيقنا من أن واقعة كوركد-بات قد شتتت الفريق
0	431	431	وقد نقلت بواسطة سيارة الإسعاف إلى مستشفى تشارجنغ كروس في هامرسميث	وقد نقلت إلى مستشفى تشارجنغ كروس، حيث بقيت في حالة صحية حرجة الليلة الماضية
1	432	432	ألقى بوش خطابا بالأمس شاكرا اللجنة على عملها، وقائلا:"رحلتنا إلى الفضاء ستمضي قدما"	لم يناقش السيد بوش هذا عندما أصدر بيانا مقتضبا بالأمس شاكرا اللجنة على عملها وقائلا:" إن رحلتنا إلى الفضاء ستمضي قدما"
1	433	433	كان أوس أنجيليس - "ذا هولك" وحشا في شباك التذاكرفي أول ظهور له في عطلة نهاية الاسبوع،حاصلا على رقم افتتاح شهر يونيو القياسي بـ 62.6 مليون دولار	حصل "ذا هولك" بـ62.6 مليون دولار في شباك التذاكر، على افتتاح الوحش ورقم قياسي جديد في يونيو
1	434	434	إن المحافظ ذاهب إلى جاكسون،حيث أبلغ عن 13 من وفيات الولاية الـ 16	إن الحافظ ذاهب إلى ولاية جاكسون، حيث قتل 13 شخصا
0	435	435	تهانينا على اختيارك كشخصية العام لمجلة تايم	ر
0	436	436	وبعد قليل من جرس الافتتاح، ارتفع معدل شركة دو جونز الصناعية بـ 11.13 إلى 9،228.48 ، في حين علا مؤشر S&P 500 بـ 1.74 إلى 982.33	بعد بداية ضعيفة، أنهى مؤشر دو جونز اليوم بارتفاع 26.26 إلى 9،217.35 ، بينما ارتفع مؤشر S&P 500  بـ 3 إلى 980.59
1	437	437	وفالت لائحة الاتهام غنه حضر اجتماعات مهمة للتخطيط للهجمات، وتجنيد زملاء مفجرين، وتنسيق العملية	قالت لائحة الاتهام إن سامودرا ام يتواجد في بانكوك، ولكنه حضر سلسلة من الاجتماعات قبل الهجمات، لتجنيد زملائه المفجرين وتنسيق العملية
1	438	438	بالإضافة إلى ذلك، تم منح نجمة التصنيف لهيئة الرعاية الصحية الأولية (PCTs) لأول مرة هذا العام	تم أيضا تصنيف هيئة الرعاية الأولية وإدارة الصحة النفسية رسميا ولأول مرة هذا العام
1	439	439	وستمنح أيضا فرصة لمايكروسوفت للتعليق على الحلول المقترحة من قبل اللجنة	من بين أمور أخرى، لا بد لميكروسوفت من التعليق في ردها على الحلول المقترحة
1	440	440	قد يحصل فريق تكسانز المثقلون بأقساط ملاك المنازل صاروخية الارتفاع في النهاية على مساعدات	تلوح المساعدات في أفق فريق تكسانز المثقل بأقساط تأمين ملاك المنازل صاروخية الارتفاع
0	441	441	يتنافس ستة ديمقراطيين لخلافة جاك ويتأهلون للانتخابات الرئيسة في 3 فبراير	يشغل ستة ديمقراطيين وجمهوريين اثنين مقعدها، وتأهلوا لانتخابات 3 فبراير الرئيسة
0	442	442	ارتفع مؤشر شركة ستاندرد آند بورز 500 واسعة الانتشار 3.42 نقاط، أو 0.34 في المائة، إلى 1،007.84	انخفض مؤشر شركة ناسداك التي تغلب عليها أسهم التكنولوجيا IXIC  بـ 1.55 نقطة، أو 0.09 في المائة عند 1،744.91
1	443	443	عملت الطواقم لإنشاء قنوات مائية جديدة وإعداد الطريق السريع حتى يستطيع سائقو السيارات استخدام الخطوط الشرقية للسفر حيث هددت عاصفة الغيوم بهطول أمطار غزيرة	عملت الطواقم لإنشاء قنوات مائية جديدة وإعادة تبليط الطريق السريع حتى يستطيع سائقو المركبات استخدام الخطوط الشرقية للسفر
1	444	444	أكدت هاليبيرتون يوم الثلاثاء مزاعمها من أن KBR قد سلمت الوقود للعراق بأفضل قيمة، وأفضل الأسعار وبأفضل الشروط	وقال ويندي هول المتحدث باسم هاليبيرتون "إننا متأكدون من أن KBR  قد سلمت الوقود للعراق بأفضل قيمة، وأفضل الأسعار وأفضل الشروط
0	445	445	أبلغت إليشيا باتيل الشرطة أنها قد أوقعت حقيبتها عندما غادرت سوق أغذية المتجر السريع الأسبوع الماضي بعد شراء التذكرة	أوقعت إليشيا باتيل حقيبها بعد ابتياعها تذكرة اليانصيب الميجا مليونية الأسبوع الماضي، وتعتقد أن التذكرة قد طارت بعيدا
1	446	446	فاز كليفلاند كافالييرز بالحق في تشخيص جيمز بعد فوزه بيانصيب الـ NBA السنوي ليلة الخميس	هكذا كان الحال ليلة الخميس عندما فاز كليفلاند كافلييرز "بيانصيب ليبرون جيمز" والمعروف بعبارة أخرى بيانصيب الـ NBA للمحترفين
1	447	447	 من بين العمال ، وجد الباحثون أن العمال قصار القامة يتمتعون بحاسة سمع أضعف من المتوقع بالنسبة لسنهم	وكتب باريناز "يملك العمال قصار القامة حاسة سمع أضعف مما هو متوقع بانسبة للسن، عادة ثلاث مرات أكثر من العمال الأطول قامة"
0	448	448	 لم يحدد السيد كولبن ما إن كان هذا النظام هو الذي كان في مركز التحقيقات	لم يحدد الأوروبي لمكافحة الغش ولا المدعي العام البلجيكي ما إن كان هذا النظام هو نفسه الذي كان في مكتب التحقيقات
1	449	449	اقتصرت مبيعات أجهزة الكمبيوتر موجهة الترفيه على الولايات المتحدة وكندا وكوريا	تباع أجهزة الكمبيوتر حاليا في كندا، والولايات المتحدة وكوريا
1	450	450	وكان بولمر قد أسمع في آخر تحذير أن لينوكس تمثل تهديدا لمايكروسوفت	في المذكرة ، أكد بولمر التهديد ذا المصدر المفتوح لمايكروسوفت
0	451	451	ارتفع مؤشر اسهم شركة ستاندرد آند بورز 500 المعروفة  4.83 نقاط أو 0.49 في المائة إلى 980.76	انخفض مؤشر أسهم ستاندرد آند بورز 500 الآجلة 4.40 نقاط إلى983.50 ، فيما تراجعت عقود ناسداك الآجلة 6.5 نقاط إلى 1،206.50
0	452	452	وقد أخبره طالباني إن مجلس الإدارة سيحتاج لمساعدة الأمم المتحدة والمشورة في تنفيذ القرارات الجديدة التي اتخذت	وقد أخبره طالباني إن زعماء العراق بحاجة إلى مساعدة الأمم المتحدة والمشورة في القرارات الجديدة التي اتخذت حول تنظيم حكومة عراقية مؤقتة بحلول شهر يونيو
0	453	453	يواجه ستانفورد (46-15) فريق ساوث كارولينا (44-20) اليوم في مباراة الجولة الأولى على ملعب روزنبلات في أوماها بولاية نبراسكا	يواجه ستانفورد (46-15) فريق ساوث كارولينا (44-20) يوم الجمعة في المباراة الافتتاحية ضمن بطولة الإقصاء المزدوج
1	454	454	تقدم مؤشر الـ SPX شركة ستاندرد آند بورز 500 المشهورة 11 نقطة، أو 1.25 في المائة ليصل إلى 931	حصل مؤشر شركة ستاندرد آند بورز 500 على 10.89، أو 1.2 في المائة إلى 931.12 اعتبارا من الساعة 12:01 مساء في نيويورك
0	455	455	قال مساعد وزير العدل الأميركي تود غرينبرغ،المدعي العام لمكافحة الإرهاب في سياتل "نحن الآن بصدد توسيع جميع المصادر المتاحة بالنسبة للتحقيق"	قال مساعد وزير العدل الأميركي تود غرينبرغ،المدعي العام لمكافحة الإرهاب في سياتل " إننا حذرون من الوضع"
0	456	456	ولكنهم لايدركون هذا حتى يفوت الأوان ( بالطبع) لأنهم ضحايا محتملون في فيلم رعب	ولكنهم لايدركون هذا حتى يفوت الأوان ( بالطبع) لأنهم ضحايا محتملون
1	457	457	قال آرثر بنسون المحامي في قضية الأطفال المدعين إنه سوف يستأنف	محامي الأطفال المدعين قال إنه يخطط للاستئناف
1	458	458	تراجع اليورو بنسبة حوالي 4 في المائة تقريبا منذ تسجيله لمستواه القياسي  بحوالي 1.1935 دولار فقط في الأسبوع الماضي ومحققا القيمة العالية على الإطلاق بـ 140.90 ينا في أواخر مايو	تراجع اليورو بما يصل إلى أربعة في المائةمنذ تسجيله لمستواه القياسي بـ1.1935 دولار تقريبا في الأسبوع الماضي، وأصاب مستوى قياسيا بـ 140.90 ينا في أواخر مايو
0	459	459	ولاية بنسلفانيا، والتي تملك أكثر نظم العلاج عدائية ، تعالج 548 من أصل 8.030 سجينا	إن ولاية تكساس ، صاحبة ما يربو على ثلاثة أضعاف عدد سجناء ولاية متشجن، تعالج 328 من سجنائها الـ 16،298 المصابين.
0	460	460	ارتفعت الأسهم المركبة شركة ناسداك المحملة بالتكنولوجيا 20.96 نقطة لتصل إلى 1595.91 وتغلق عند أعلى مسنوى لها منذ 12 شهر	صعد مؤشر الأسهم  المركبة لشركة ناسداك المعبأة تكنولوجيا 19.11 نقطة أو 1.2 في المائة لتبلغ 1،615.02
0	461	461	نزل مؤشر أسهم شركة ناسداك التكنولوجية 15 نقطة ، او 0.98 في المائة ، ليصل إلى 921	ارتفع مؤشر شركة ستاندرد آند بورز 500 المشهورة < الأوسع نطاقا> قليلا بـ 9 نقاط، أو 0.98 في المائة ليصل إلى 921
1	462	462	مع وجود ميزة الكشف، تتقلص جميع النوافذ المفتوحة لتناسب الشاشة، ولكنها تبقى بوضوح يكفي لتمييزها	مع وجود خاصية الكشف (إكس-بو-ساي)، تتقلص جميع النوافذ المفتوحة على الكمبيوتر فورا لتناسب الشاشة، ولكنها تبقى واضحة بما يكفي لتمييزها
1	463	463	عوضا عن ذلك، نفى الادعاء التهم عنه وغادر راكر قاعة المحكمة حرا طليقا	عوضا عن ذلك فإنه غادر قاعة المحكمة حرا طليقا بعد نفي التهم الجنائية عنه من قبل السلطات
1	464	464	 قال جيم وولفكيل رئيس المحلفين، والوزير ذو الـ 41 عاما "مثلت هذه القضية تحديا عقليا واستنزافا عاطفيا على حد سواء"	وقال الوزير جيم وولفكيل رئيس المحلفين " كانت هذه القضية تحديا عقليا واستنزافا عاطفيا على حد سواء"
0	465	465	وقد وصل في نهاية هذا الأسبوع في أول زيارة دولة  يقوم بها رئيس الولايات المتحدة	يصل السيد بوش يوم الثلاثاء في أول زيارة للدولة يقوم بها رئيس أميركا
1	466	466	من المتوقع إنهاء الصفقة التي وافق عليها كل من مجلسي إدارة الشركتين، في الربع الثالث من الربع الثالث من سنة نيفيديا المالية	تمت الموافقة على الصفقة من قبل كل من مجلسي إدارة الشركتين، ومن المتوقع إنهاؤها في الربع الثالث من هاذ العام
1	467	467	تكهنت شركة الأبحاث مسبقا بزيادة قدرها 4.9 في المائة	تنبأت الشركة في وقت سابق هذا العام بزيادة تبلغ 4.9 في المائة
